X,Y,OBJECTID,Country_IS,ID,Original_D,ID_in_orig,Deposit_na,Mining_com,Province_D,Status,Longitude_,Latitude_Y,Comment,Author,Deposit_ty,Morphology,Morpholo_1,Mineralisa,Mineralogy,Mineralo_1,Hydrotherm,Hydrothe_1,Age_strati,Host_rock_,Host_rock1,Host_roc_1,Exploitati,Exploita_1,Commodity_,Commodity1,Commodit_1,Commodit_2,Commodit_3,Commodit_4,Commodit_5,Commodit_6,Commodit_7
29.713739,-0.795796,232,UGA,UGA-00303,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au16,Chiruruma River,,,Deposit or prospect of unknown status,29.713739,-0.795796,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,Granite-gneiss,Mining method unkown,,Gold,,,,,,,,
29.764012,-0.818284,233,UGA,UGA-00304,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au19,UGA - Mbarara Au 19,,,Deposit or prospect of unknown status,29.764012,-0.818284,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,Granite-gneiss,Mining method unkown,,Gold,,,,,,,,
30.158352,-0.387608,234,UGA,UGA-00305,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au4,Lubare Ridge,,,Group of  mineral occcurrences,30.158352,-0.387608,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Micaschiste (s.l.),Mining method unkown,,Gold,,,,,,,,
30.279595,-0.113078,235,UGA,UGA-00306,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au65,Nyakihanga River 65,,Buhweju district,Deposit or prospect of unknown status,30.279595,-0.113078,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.29902,-0.119442,236,UGA,UGA-00307,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au66,Nyakihanga River 66,,Buhweju district,Group of  mineral occcurrences,30.29902,-0.119442,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.268483,-0.153034,237,UGA,UGA-00308,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au69,Chonyo River 69,,Buhweju district,Deposit or prospect of unknown status,30.268483,-0.153034,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.331047,-0.170561,238,UGA,UGA-00309,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au72,UGA - Mbarara Au 72,,Buhweju district,Deposit or prospect of unknown status,30.331047,-0.170561,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.332669,-0.158021,239,UGA,UGA-00310,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au73,UGA - Mbarara Au 73,,Buhweju district,Deposit or prospect of unknown status,30.332669,-0.158021,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.36064,-0.15616,240,UGA,UGA-00311,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au74,Nyakihanga River 74,,Buhweju district,Deposit or prospect of unknown status,30.36064,-0.15616,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.318996,-0.245407,241,UGA,UGA-00312,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au78,Chonyo River 78,,Buhweju district,Group of  mineral occcurrences,30.318996,-0.245407,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.32743,-0.271712,242,UGA,UGA-00313,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au79,Chonyo River 79,,Buhweju district,Deposit or prospect of unknown status,30.32743,-0.271712,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.34056,-0.292936,243,UGA,UGA-00314,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au80,Chonyo River 80,,Buhweju district,Deposit or prospect of unknown status,30.34056,-0.292936,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Conglomerate,Mining method unkown,,Gold,,,,,,,,
30.329978,-0.309365,244,UGA,UGA-00315,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au81,Chonyo River 81,,Buhweju district,Deposit or prospect of unknown status,30.329978,-0.309365,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.327548,-0.330138,245,UGA,UGA-00316,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au82,Chonyo River 82,,Buhweju district,Deposit or prospect of unknown status,30.327548,-0.330138,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,"Quartzite, quartz sandstone",Mining method unkown,,Gold,,,,,,,,
30.341267,-0.30823,246,UGA,UGA-00317,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au83,Chonyo placers (Buhweju distr.),,Buhweju district,Deposit or prospect of unknown status,30.341267,-0.30823,"Chonyo placers (Buhweju distr.) : CP 0,2 t Au",Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.3696,-0.28042,247,UGA,UGA-00318,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au85,Ndurumo River 85,,Buhweju district,Deposit or prospect of unknown status,30.3696,-0.28042,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,"Quartzite, quartz sandstone",Mining method unkown,,Gold,,,,,,,,
30.38716,-0.27932,248,UGA,UGA-00319,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au86,Ndurumo River 86,,Buhweju district,Group of  mineral occcurrences,30.38716,-0.27932,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,"Quartzite, quartz sandstone",Mining method unkown,,Gold,,,,,,,,
30.39326,-0.31924,249,UGA,UGA-00320,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au89,Kayanza River 89,,Buhweju district,Deposit or prospect of unknown status,30.39326,-0.31924,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,"Quartzite, quartz sandstone",Mining method unkown,,Gold,,,,,,,,
30.39843,-0.34163,250,UGA,UGA-00321,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au90,Rwengwe 90,,Buhweju district,Deposit or prospect of unknown status,30.39843,-0.34163,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.41018,-0.35114,251,UGA,UGA-00322,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au91,Rwengwe 91,,Buhweju district,Deposit or prospect of unknown status,30.41018,-0.35114,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.42893,-0.36528,252,UGA,UGA-00323,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au92,Nsika,,Buhweju district,Deposit or prospect of unknown status,30.42893,-0.36528,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.42724,-0.41349,253,UGA,UGA-00324,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au93,Kiruruma River,,Buhweju district,Deposit or prospect of unknown status,30.42724,-0.41349,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.47979,-0.3726,254,UGA,UGA-00325,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au94,UGA - Mbarara Au 94,,Buhweju district,Deposit or prospect of unknown status,30.47979,-0.3726,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.42367,-0.2449,255,UGA,UGA-00326,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au98,UGA - Mbarara Au 98,,Buhweju district,Deposit or prospect of unknown status,30.42367,-0.2449,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Granite (s.l.),Mining method unkown,,Gold,,,,,,,,
30.40466,-0.23354,256,UGA,UGA-00327,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au99,UGA - Mbarara Au 99,,Buhweju district,Deposit or prospect of unknown status,30.40466,-0.23354,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.46135,-0.1747,257,UGA,UGA-00328,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au102,Buckleys Reef,,Buhweju district,Deposit or prospect of unknown status,30.46135,-0.1747,"CCGM - Council, 1999; Buckleys Reef, Buckley's Reef prospect
Size 1, < 25 t Au ; CCGM - Council, 1999, 1906. 30,4667 / -0,1667.  Au",Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Orosirian,,Schist,Gneiss,Mining method unkown,,Gold,,,,,,,,
30.40123,-0.11291,258,UGA,UGA-00329,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au103,UGA - Mbarara Au 103,,Buhweju district,Deposit or prospect of unknown status,30.40123,-0.11291,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Schist,Gneiss,Mining method unkown,,Gold,,,,,,,,
30.41701,-0.11688,259,UGA,UGA-00330,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au104,UGA - Mbarara Au 104,,Buhweju district,Group of  mineral occcurrences,30.41701,-0.11688,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Schist,Gneiss,Mining method unkown,,Gold,,,,,,,,
30.274387,-0.47938,260,UGA,UGA-00331,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au106,UGA - Mbarara Au 106,,,Deposit or prospect of unknown status,30.274387,-0.47938,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,Granite-gneiss,,Mining method unkown,,Gold,,,,,,,,
29.658081,-0.896773,261,UGA,UGA-00332,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au22,Ntungamo area 22,,,Deposit or prospect of unknown status,29.658081,-0.896773,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,,Mining method unkown,,Gold,,,,,,,,
29.64462,-0.992327,262,UGA,UGA-00333,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au25,Kitahulira area 25,,,Deposit or prospect of unknown status,29.64462,-0.992327,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,,Mining method unkown,,Gold,,,,,,,,
29.893591,-0.954807,263,UGA,UGA-00334,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au31,Kisya,,,Deposit or prospect of unknown status,29.893591,-0.954807,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,,Mining method unkown,,Gold,,,,,,,,
29.923156,-0.992937,264,UGA,UGA-00335,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au32,Kisizi,,,Deposit or prospect of unknown status,29.923156,-0.992937,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,"Quartzite, quartz sandstone",Mining method unkown,,Gold,,,,,,,,
30.068912,-0.549046,265,UGA,UGA-00336,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au5,Nyabubale,,,Deposit or prospect of unknown status,30.068912,-0.549046,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,"Quartzite, quartz sandstone",Mining method unkown,,Gold,,,,,,,,
30.070256,-0.611468,266,UGA,UGA-00337,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au6,Lubale (Au),,,Group of  mineral occcurrences,30.070256,-0.611468,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Micaschiste (s.l.),,Mining method unkown,,Gold,,,,,,,,
30.326313,-0.109762,267,UGA,UGA-00338,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au67,UGA - Mbarara Au 67,,Buhweju district,Deposit or prospect of unknown status,30.326313,-0.109762,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Paleoproterozoic,,Schist,Gneiss,Mining method unkown,,Gold,,,,,,,,
